start_time,end_time,initial_label,sensor_events,activities
2011-11-29 20:23:32,2011-11-29 20:23:38,Exiting through main door,"[{'state': 'st(Entrance-MainDoorOpen, 20:23, 20:23)', 'start_time': Timestamp('2011-11-29 20:23:32'), 'end_time': Timestamp('2011-11-29 20:23:38'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
2011-11-29 20:28:08,2011-11-30 01:19:47,Sitting in living room,"[{'state': 'st(Living-SeatOccupied, 20:28, 01:19)', 'start_time': Timestamp('2011-11-29 20:28:08'), 'end_time': Timestamp('2011-11-30 01:19:47'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 01:22:33,2011-11-30 10:07:31,Sleeping in bed,"[{'state': 'st(Bedroom-BedOccupied, 01:22, 10:07)', 'start_time': Timestamp('2011-11-30 01:22:33'), 'end_time': Timestamp('2011-11-30 10:07:31'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]",['sleeping']
2011-11-30 10:14:45,2011-11-30 10:18:33,Taking a shower,"[{'state': 'st(Bathroom-NearBathroomShower, 10:14, 10:18)', 'start_time': Timestamp('2011-11-30 10:14:45'), 'end_time': Timestamp('2011-11-30 10:18:33'), 'location': 'Shower', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Shower_PIR'}]",['showering']
2011-11-30 10:23:02,2011-11-30 10:23:17,Opening cupboard,"[{'state': 'st(Kitchen-CupboardDoorOpen, 10:23, 10:23)', 'start_time': Timestamp('2011-11-30 10:23:02'), 'end_time': Timestamp('2011-11-30 10:23:17'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing breakfast']
2011-11-30 10:23:21,2011-11-30 10:23:36,Checking fridge,"[{'state': 'st(Kitchen-FridgeDoorOpen, 10:23, 10:23)', 'start_time': Timestamp('2011-11-30 10:23:21'), 'end_time': Timestamp('2011-11-30 10:23:36'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing breakfast']
2011-11-30 10:23:46,2011-11-30 10:28:38,Using microwave,"[{'state': 'st(Kitchen-MicrowaveOn, 10:23, 10:28)', 'start_time': Timestamp('2011-11-30 10:23:46'), 'end_time': Timestamp('2011-11-30 10:28:38'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}, {'state': 'st(Kitchen-ToasterOn, 10:24, 10:27)', 'start_time': Timestamp('2011-11-30 10:24:10'), 'end_time': Timestamp('2011-11-30 10:27:58'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}]",['preparing breakfast']
2011-11-30 10:24:10,2011-11-30 10:27:58,Using toaster,"[{'state': 'st(Kitchen-MicrowaveOn, 10:23, 10:28)', 'start_time': Timestamp('2011-11-30 10:23:46'), 'end_time': Timestamp('2011-11-30 10:28:38'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}, {'state': 'st(Kitchen-ToasterOn, 10:24, 10:27)', 'start_time': Timestamp('2011-11-30 10:24:10'), 'end_time': Timestamp('2011-11-30 10:27:58'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}]",['preparing breakfast']
2011-11-30 10:39:30,2011-11-30 10:41:13,Bathing,"[{'state': 'st(Bathroom-NearBathroomBasin, 10:39, 10:41)', 'start_time': Timestamp('2011-11-30 10:39:30'), 'end_time': Timestamp('2011-11-30 10:41:13'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-CabinetDoorOpen, 10:39, 10:39)', 'start_time': Timestamp('2011-11-30 10:39:42'), 'end_time': Timestamp('2011-11-30 10:39:45'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-11-30 10:39:42,2011-11-30 10:39:45,Opening Cabinet,"[{'state': 'st(Bathroom-NearBathroomBasin, 10:39, 10:41)', 'start_time': Timestamp('2011-11-30 10:39:30'), 'end_time': Timestamp('2011-11-30 10:41:13'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-CabinetDoorOpen, 10:39, 10:39)', 'start_time': Timestamp('2011-11-30 10:39:42'), 'end_time': Timestamp('2011-11-30 10:39:45'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-11-30 10:41:38,2011-11-30 13:05:01,Sitting in Living Room,"[{'state': 'st(Living-SeatOccupied, 10:41, 13:05)', 'start_time': Timestamp('2011-11-30 10:41:38'), 'end_time': Timestamp('2011-11-30 13:05:01'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 13:05:27,2011-11-30 13:05:31,Opening Fridge,"[{'state': 'st(Kitchen-FridgeDoorOpen, 13:05, 13:05)', 'start_time': Timestamp('2011-11-30 13:05:27'), 'end_time': Timestamp('2011-11-30 13:05:31'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['snacking']
2011-11-30 13:05:38,2011-11-30 14:09:34,Sitting in Living Room,"[{'state': 'st(Living-SeatOccupied, 13:05, 14:09)', 'start_time': Timestamp('2011-11-30 13:05:38'), 'end_time': Timestamp('2011-11-30 14:09:34'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 14:13:45,2011-11-30 14:34:09,Sitting in Living Room,"[{'state': 'st(Living-SeatOccupied, 14:13, 14:34)', 'start_time': Timestamp('2011-11-30 14:13:45'), 'end_time': Timestamp('2011-11-30 14:34:09'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 14:39:42,2011-11-30 14:55:24,Cooking,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:39, 14:55)', 'start_time': Timestamp('2011-11-30 14:39:42'), 'end_time': Timestamp('2011-11-30 14:55:24'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-CupboardDoorOpen, 14:40, 14:40)', 'start_time': Timestamp('2011-11-30 14:40:14'), 'end_time': Timestamp('2011-11-30 14:40:24'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:41, 14:42)', 'start_time': Timestamp('2011-11-30 14:41:57'), 'end_time': Timestamp('2011-11-30 14:42:12'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:46, 14:46)', 'start_time': Timestamp('2011-11-30 14:46:46'), 'end_time': Timestamp('2011-11-30 14:46:50'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:50, 14:50)', 'start_time': Timestamp('2011-11-30 14:50:19'), 'end_time': Timestamp('2011-11-30 14:50:33'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-11-30 14:40:14,2011-11-30 14:40:24,Opening Cupboard,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:39, 14:55)', 'start_time': Timestamp('2011-11-30 14:39:42'), 'end_time': Timestamp('2011-11-30 14:55:24'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-CupboardDoorOpen, 14:40, 14:40)', 'start_time': Timestamp('2011-11-30 14:40:14'), 'end_time': Timestamp('2011-11-30 14:40:24'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-30 14:41:57,2011-11-30 14:50:33,Opening Fridge,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:39, 14:55)', 'start_time': Timestamp('2011-11-30 14:39:42'), 'end_time': Timestamp('2011-11-30 14:55:24'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:41, 14:42)', 'start_time': Timestamp('2011-11-30 14:41:57'), 'end_time': Timestamp('2011-11-30 14:42:12'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:46, 14:46)', 'start_time': Timestamp('2011-11-30 14:46:46'), 'end_time': Timestamp('2011-11-30 14:46:50'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:50, 14:50)', 'start_time': Timestamp('2011-11-30 14:50:19'), 'end_time': Timestamp('2011-11-30 14:50:33'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-11-30 15:11:48,2011-11-30 16:39:11,Sitting in Living Room,"[{'state': 'st(Living-SeatOccupied, 15:11, 16:39)', 'start_time': Timestamp('2011-11-30 15:11:48'), 'end_time': Timestamp('2011-11-30 16:39:11'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 16:41:05,2011-11-30 16:41:09,Using Fridge,"[{'state': 'st(Kitchen-FridgeDoorOpen, 16:41, 16:41)', 'start_time': Timestamp('2011-11-30 16:41:05'), 'end_time': Timestamp('2011-11-30 16:41:09'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['snacking']
2011-11-30 16:41:15,2011-11-30 18:00:38,Sitting,"[{'state': 'st(Living-SeatOccupied, 16:41, 18:00)', 'start_time': Timestamp('2011-11-30 16:41:15'), 'end_time': Timestamp('2011-11-30 18:00:38'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 18:01:46,2011-11-30 18:02:11,Using Toilet,"[{'state': 'st(Bathroom-NearBathroomBasin, 18:01, 18:01)', 'start_time': Timestamp('2011-11-30 18:01:44'), 'end_time': Timestamp('2011-11-30 18:01:47'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-ToiletFlush, 18:01, 18:02)', 'start_time': Timestamp('2011-11-30 18:01:46'), 'end_time': Timestamp('2011-11-30 18:02:11'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 18:01, 18:43)', 'start_time': Timestamp('2011-11-30 18:01:54'), 'end_time': Timestamp('2011-11-30 18:43:20'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 18:01:54,2011-11-30 18:43:20,Sitting,"[{'state': 'st(Bathroom-ToiletFlush, 18:01, 18:02)', 'start_time': Timestamp('2011-11-30 18:01:46'), 'end_time': Timestamp('2011-11-30 18:02:11'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 18:01, 18:43)', 'start_time': Timestamp('2011-11-30 18:01:54'), 'end_time': Timestamp('2011-11-30 18:43:20'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 18:57:39,2011-11-30 19:37:10,Sitting,"[{'state': 'st(Living-SeatOccupied, 18:57, 19:37)', 'start_time': Timestamp('2011-11-30 18:57:39'), 'end_time': Timestamp('2011-11-30 19:37:10'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 19:46:44,2011-11-30 20:05:12,Entering,"[{'state': 'st(Entrance-MainDoorOpen, 19:46, 19:46)', 'start_time': Timestamp('2011-11-30 19:46:44'), 'end_time': Timestamp('2011-11-30 19:46:49'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}, {'state': 'st(Entrance-MainDoorOpen, 20:05, 20:05)', 'start_time': Timestamp('2011-11-30 20:05:07'), 'end_time': Timestamp('2011-11-30 20:05:12'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
2011-11-30 20:13:39,2011-11-30 20:13:48,Bathing,"[{'state': 'st(Bathroom-NearBathroomBasin, 20:13, 20:13)', 'start_time': Timestamp('2011-11-30 20:13:39'), 'end_time': Timestamp('2011-11-30 20:13:48'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-11-30 20:14:03,2011-12-01 01:34:27,Seating,"[{'state': 'st(Living-SeatOccupied, 20:14, 01:34)', 'start_time': Timestamp('2011-11-30 20:14:03'), 'end_time': Timestamp('2011-12-01 01:34:27'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 01:37:52,2011-12-01 10:50:45,Sleeping,"[{'state': 'st(Bedroom-BedOccupied, 01:37, 10:50)', 'start_time': Timestamp('2011-12-01 01:37:52'), 'end_time': Timestamp('2011-12-01 10:50:45'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]",['sleeping']
2011-12-01 10:55:03,2011-12-01 10:55:32,Using Toilet,"[{'state': 'st(Bathroom-ToiletFlush, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:03'), 'end_time': Timestamp('2011-12-01 10:55:32'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-CabinetDoorOpen, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:08'), 'end_time': Timestamp('2011-12-01 10:55:13'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}, {'state': 'st(Bathroom-NearBathroomBasin, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:16'), 'end_time': Timestamp('2011-12-01 10:55:25'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-01 10:55:08,2011-12-01 10:55:13,Accessing Cabinet,"[{'state': 'st(Bathroom-ToiletFlush, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:03'), 'end_time': Timestamp('2011-12-01 10:55:32'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-CabinetDoorOpen, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:08'), 'end_time': Timestamp('2011-12-01 10:55:13'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-12-01 10:55:16,2011-12-01 10:55:25,Using Basin,"[{'state': 'st(Bathroom-ToiletFlush, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:03'), 'end_time': Timestamp('2011-12-01 10:55:32'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-NearBathroomBasin, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:16'), 'end_time': Timestamp('2011-12-01 10:55:25'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-01 10:58:37,2011-12-01 11:12:22,Taking Shower,"[{'state': 'st(Bathroom-NearBathroomShower, 10:58, 11:12)', 'start_time': Timestamp('2011-12-01 10:58:37'), 'end_time': Timestamp('2011-12-01 11:12:22'), 'location': 'Shower', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Shower_PIR'}]",['showering']
2011-12-01 11:17:05,2011-12-01 11:19:49,Using Toaster,"[{'state': 'st(Kitchen-ToasterOn, 11:17, 11:19)', 'start_time': Timestamp('2011-12-01 11:17:05'), 'end_time': Timestamp('2011-12-01 11:19:49'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-CupboardDoorOpen, 11:17, 11:17)', 'start_time': Timestamp('2011-12-01 11:17:14'), 'end_time': Timestamp('2011-12-01 11:17:26'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 11:17, 11:17)', 'start_time': Timestamp('2011-12-01 11:17:29'), 'end_time': Timestamp('2011-12-01 11:17:43'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-MicrowaveOn, 11:17, 11:19)', 'start_time': Timestamp('2011-12-01 11:17:49'), 'end_time': Timestamp('2011-12-01 11:19:43'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing breakfast']
2011-12-01 11:30:06,2011-12-01 14:29:02,Seating,"[{'state': 'st(Living-SeatOccupied, 11:30, 14:29)', 'start_time': Timestamp('2011-12-01 11:30:06'), 'end_time': Timestamp('2011-12-01 14:29:02'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}, {'state': 'st(Bathroom-NearBathroomBasin, 14:08, 14:08)', 'start_time': Timestamp('2011-12-01 14:08:19'), 'end_time': Timestamp('2011-12-01 14:08:22'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-12-01 14:08:19,2011-12-01 14:08:22,Using Basin,"[{'state': 'st(Living-SeatOccupied, 11:30, 14:29)', 'start_time': Timestamp('2011-12-01 11:30:06'), 'end_time': Timestamp('2011-12-01 14:29:02'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}, {'state': 'st(Bathroom-NearBathroomBasin, 14:08, 14:08)', 'start_time': Timestamp('2011-12-01 14:08:19'), 'end_time': Timestamp('2011-12-01 14:08:22'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-12-01 14:29:37,2011-12-01 14:52:02,Cooking,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:29, 14:52)', 'start_time': Timestamp('2011-12-01 14:29:37'), 'end_time': Timestamp('2011-12-01 14:52:02'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 14:29, 14:36)', 'start_time': Timestamp('2011-12-01 14:29:48'), 'end_time': Timestamp('2011-12-01 14:36:38'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:38, 14:38)', 'start_time': Timestamp('2011-12-01 14:38:25'), 'end_time': Timestamp('2011-12-01 14:38:54'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:49, 14:49)', 'start_time': Timestamp('2011-12-01 14:49:15'), 'end_time': Timestamp('2011-12-01 14:49:19'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-12-01 14:29:48,2011-12-01 14:36:38,Using Microwave,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:29, 14:52)', 'start_time': Timestamp('2011-12-01 14:29:37'), 'end_time': Timestamp('2011-12-01 14:52:02'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 14:29, 14:36)', 'start_time': Timestamp('2011-12-01 14:29:48'), 'end_time': Timestamp('2011-12-01 14:36:38'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing lunch']
2011-12-01 14:38:25,2011-12-01 14:38:54,Accessing Fridge,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:29, 14:52)', 'start_time': Timestamp('2011-12-01 14:29:37'), 'end_time': Timestamp('2011-12-01 14:52:02'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:38, 14:38)', 'start_time': Timestamp('2011-12-01 14:38:25'), 'end_time': Timestamp('2011-12-01 14:38:54'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-12-01 15:09:00,2011-12-01 16:26:17,Seating,"[{'state': 'st(Living-SeatOccupied, 15:09, 16:26)', 'start_time': Timestamp('2011-12-01 15:09:00'), 'end_time': Timestamp('2011-12-01 16:26:17'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 16:26:35,2011-12-01 16:27:04,Using Toilet,"[{'state': 'st(Bathroom-ToiletFlush, 16:26, 16:27)', 'start_time': Timestamp('2011-12-01 16:26:35'), 'end_time': Timestamp('2011-12-01 16:27:04'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-NearBathroomBasin, 16:26, 17:27)', 'start_time': Timestamp('2011-12-01 16:26:36'), 'end_time': Timestamp('2011-12-01 17:27:13'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-12-01 16:26:36,2011-12-01 17:27:13,Using Basin,"[{'state': 'st(Bathroom-ToiletFlush, 16:26, 16:27)', 'start_time': Timestamp('2011-12-01 16:26:35'), 'end_time': Timestamp('2011-12-01 16:27:04'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-NearBathroomBasin, 16:26, 17:27)', 'start_time': Timestamp('2011-12-01 16:26:36'), 'end_time': Timestamp('2011-12-01 17:27:13'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]","['relaxing on couch', 'personal care']"
2011-12-01 17:29:29,2011-12-01 18:49:51,Entering,"[{'state': 'st(Entrance-MainDoorOpen, 17:29, 17:29)', 'start_time': Timestamp('2011-12-01 17:29:29'), 'end_time': Timestamp('2011-12-01 17:29:58'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}, {'state': 'st(Entrance-MainDoorOpen, 18:49, 18:49)', 'start_time': Timestamp('2011-12-01 18:49:46'), 'end_time': Timestamp('2011-12-01 18:49:51'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
2011-12-01 18:55:03,2011-12-01 19:10:34,Seating,"[{'state': 'st(Living-SeatOccupied, 18:55, 19:10)', 'start_time': Timestamp('2011-12-01 18:55:03'), 'end_time': Timestamp('2011-12-01 19:10:34'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 19:29:13,2011-12-01 23:52:52,Seating,"[{'state': 'st(Bathroom-ToiletFlush, 19:28, 19:29)', 'start_time': Timestamp('2011-12-01 19:28:51'), 'end_time': Timestamp('2011-12-01 19:29:17'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 19:29, 23:52)', 'start_time': Timestamp('2011-12-01 19:29:13'), 'end_time': Timestamp('2011-12-01 23:52:52'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 23:53:00,2011-12-01 23:53:28,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 23:53, 23:53)', 'start_time': Timestamp('2011-12-01 23:53:00'), 'end_time': Timestamp('2011-12-01 23:53:28'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-01 23:54:32,2011-12-02 01:18:32,Seating,"[{'state': 'st(Living-SeatOccupied, 23:54, 01:18)', 'start_time': Timestamp('2011-12-01 23:54:32'), 'end_time': Timestamp('2011-12-02 01:18:32'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 01:18:44,2011-12-02 01:18:57,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 01:18, 01:18)', 'start_time': Timestamp('2011-12-02 01:18:44'), 'end_time': Timestamp('2011-12-02 01:18:57'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-02 01:19:09,2011-12-02 02:08:17,Seating,"[{'state': 'st(Living-SeatOccupied, 01:19, 02:08)', 'start_time': Timestamp('2011-12-02 01:19:09'), 'end_time': Timestamp('2011-12-02 02:08:17'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 02:09:33,2011-12-02 02:13:56,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 02:09, 02:13)', 'start_time': Timestamp('2011-12-02 02:09:33'), 'end_time': Timestamp('2011-12-02 02:13:56'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-02 02:15:55,2011-12-02 12:15:19,Bed Rest,"[{'state': 'st(Bedroom-BedOccupied, 02:15, 12:15)', 'start_time': Timestamp('2011-12-02 02:15:55'), 'end_time': Timestamp('2011-12-02 12:15:19'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]",['sleeping']
