start_time,end_time,initial_label,sensor_events,activities
2011-11-30 18:01:46,2011-11-30 18:02:11,Personal Care,"[{'state': 'st(Bathroom-NearBathroomBasin, 18:01, 18:01)', 'start_time': Timestamp('2011-11-30 18:01:44'), 'end_time': Timestamp('2011-11-30 18:01:47'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-ToiletFlush, 18:01, 18:02)', 'start_time': Timestamp('2011-11-30 18:01:46'), 'end_time': Timestamp('2011-11-30 18:02:11'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 18:01, 18:43)', 'start_time': Timestamp('2011-11-30 18:01:54'), 'end_time': Timestamp('2011-11-30 18:43:20'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 18:01:54,2011-11-30 18:43:20,Relaxing on Couch,"[{'state': 'st(Bathroom-ToiletFlush, 18:01, 18:02)', 'start_time': Timestamp('2011-11-30 18:01:46'), 'end_time': Timestamp('2011-11-30 18:02:11'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 18:01, 18:43)', 'start_time': Timestamp('2011-11-30 18:01:54'), 'end_time': Timestamp('2011-11-30 18:43:20'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 18:57:39,2011-11-30 19:37:10,Relaxing on Couch,"[{'state': 'st(Living-SeatOccupied, 18:57, 19:37)', 'start_time': Timestamp('2011-11-30 18:57:39'), 'end_time': Timestamp('2011-11-30 19:37:10'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-30 19:46:44,2011-11-30 20:05:12,Leaving Home,"[{'state': 'st(Entrance-MainDoorOpen, 19:46, 19:46)', 'start_time': Timestamp('2011-11-30 19:46:44'), 'end_time': Timestamp('2011-11-30 19:46:49'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}, {'state': 'st(Entrance-MainDoorOpen, 20:05, 20:05)', 'start_time': Timestamp('2011-11-30 20:05:07'), 'end_time': Timestamp('2011-11-30 20:05:12'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
2011-11-30 20:13:39,2011-11-30 20:13:48,Bathing,"[{'state': 'st(Bathroom-NearBathroomBasin, 20:13, 20:13)', 'start_time': Timestamp('2011-11-30 20:13:39'), 'end_time': Timestamp('2011-11-30 20:13:48'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-11-30 20:14:03,2011-12-01 01:34:27,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 20:14, 01:34)', 'start_time': Timestamp('2011-11-30 20:14:03'), 'end_time': Timestamp('2011-12-01 01:34:27'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 01:37:52,2011-12-01 10:50:45,sleeping,"[{'state': 'st(Bedroom-BedOccupied, 01:37, 10:50)', 'start_time': Timestamp('2011-12-01 01:37:52'), 'end_time': Timestamp('2011-12-01 10:50:45'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]",['sleeping']
2011-12-01 10:55:03,2011-12-01 10:55:25,personal care,"[{'state': 'st(Bathroom-ToiletFlush, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:03'), 'end_time': Timestamp('2011-12-01 10:55:32'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-CabinetDoorOpen, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:08'), 'end_time': Timestamp('2011-12-01 10:55:13'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}, {'state': 'st(Bathroom-NearBathroomBasin, 10:55, 10:55)', 'start_time': Timestamp('2011-12-01 10:55:16'), 'end_time': Timestamp('2011-12-01 10:55:25'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-01 10:58:37,2011-12-01 11:12:22,showering,"[{'state': 'st(Bathroom-NearBathroomShower, 10:58, 11:12)', 'start_time': Timestamp('2011-12-01 10:58:37'), 'end_time': Timestamp('2011-12-01 11:12:22'), 'location': 'Shower', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Shower_PIR'}]",['showering']
2011-12-01 11:17:05,2011-12-01 11:19:49,preparing breakfast,"[{'state': 'st(Kitchen-ToasterOn, 11:17, 11:19)', 'start_time': Timestamp('2011-12-01 11:17:05'), 'end_time': Timestamp('2011-12-01 11:19:49'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-CupboardDoorOpen, 11:17, 11:17)', 'start_time': Timestamp('2011-12-01 11:17:14'), 'end_time': Timestamp('2011-12-01 11:17:26'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 11:17, 11:17)', 'start_time': Timestamp('2011-12-01 11:17:29'), 'end_time': Timestamp('2011-12-01 11:17:43'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-MicrowaveOn, 11:17, 11:19)', 'start_time': Timestamp('2011-12-01 11:17:49'), 'end_time': Timestamp('2011-12-01 11:19:43'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing breakfast']
2011-12-01 11:30:06,2011-12-01 14:29:02,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 11:30, 14:29)', 'start_time': Timestamp('2011-12-01 11:30:06'), 'end_time': Timestamp('2011-12-01 14:29:02'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}, {'state': 'st(Bathroom-NearBathroomBasin, 14:08, 14:08)', 'start_time': Timestamp('2011-12-01 14:08:19'), 'end_time': Timestamp('2011-12-01 14:08:22'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-12-01 14:08:19,2011-12-01 14:08:22,personal care,"[{'state': 'st(Living-SeatOccupied, 11:30, 14:29)', 'start_time': Timestamp('2011-12-01 11:30:06'), 'end_time': Timestamp('2011-12-01 14:29:02'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}, {'state': 'st(Bathroom-NearBathroomBasin, 14:08, 14:08)', 'start_time': Timestamp('2011-12-01 14:08:19'), 'end_time': Timestamp('2011-12-01 14:08:22'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-12-01 14:29:37,2011-12-01 14:36:38,preparing lunch,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:29, 14:52)', 'start_time': Timestamp('2011-12-01 14:29:37'), 'end_time': Timestamp('2011-12-01 14:52:02'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 14:29, 14:36)', 'start_time': Timestamp('2011-12-01 14:29:48'), 'end_time': Timestamp('2011-12-01 14:36:38'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing lunch']
2011-12-01 15:09:00,2011-12-01 16:26:17,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 15:09, 16:26)', 'start_time': Timestamp('2011-12-01 15:09:00'), 'end_time': Timestamp('2011-12-01 16:26:17'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 16:26:35,2011-12-01 16:27:04,personal care,"[{'state': 'st(Bathroom-ToiletFlush, 16:26, 16:27)', 'start_time': Timestamp('2011-12-01 16:26:35'), 'end_time': Timestamp('2011-12-01 16:27:04'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-NearBathroomBasin, 16:26, 17:27)', 'start_time': Timestamp('2011-12-01 16:26:36'), 'end_time': Timestamp('2011-12-01 17:27:13'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-12-01 16:26:36,2011-12-01 17:27:13,showering,"[{'state': 'st(Bathroom-ToiletFlush, 16:26, 16:27)', 'start_time': Timestamp('2011-12-01 16:26:35'), 'end_time': Timestamp('2011-12-01 16:27:04'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-NearBathroomBasin, 16:26, 17:27)', 'start_time': Timestamp('2011-12-01 16:26:36'), 'end_time': Timestamp('2011-12-01 17:27:13'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]","['relaxing on couch', 'personal care']"
2011-12-01 17:29:29,2011-12-01 18:49:51,leaving home,"[{'state': 'st(Entrance-MainDoorOpen, 17:29, 17:29)', 'start_time': Timestamp('2011-12-01 17:29:29'), 'end_time': Timestamp('2011-12-01 17:29:58'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}, {'state': 'st(Entrance-MainDoorOpen, 18:49, 18:49)', 'start_time': Timestamp('2011-12-01 18:49:46'), 'end_time': Timestamp('2011-12-01 18:49:51'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
2011-12-01 18:55:03,2011-12-01 19:10:34,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 18:55, 19:10)', 'start_time': Timestamp('2011-12-01 18:55:03'), 'end_time': Timestamp('2011-12-01 19:10:34'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 19:29:13,2011-12-01 23:52:52,relaxing on couch,"[{'state': 'st(Bathroom-ToiletFlush, 19:28, 19:29)', 'start_time': Timestamp('2011-12-01 19:28:51'), 'end_time': Timestamp('2011-12-01 19:29:17'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 19:29, 23:52)', 'start_time': Timestamp('2011-12-01 19:29:13'), 'end_time': Timestamp('2011-12-01 23:52:52'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-01 23:53:00,2011-12-01 23:53:28,personal care,"[{'state': 'st(Bathroom-NearBathroomBasin, 23:53, 23:53)', 'start_time': Timestamp('2011-12-01 23:53:00'), 'end_time': Timestamp('2011-12-01 23:53:28'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-01 23:54:32,2011-12-02 01:18:32,sleeping,"[{'state': 'st(Living-SeatOccupied, 23:54, 01:18)', 'start_time': Timestamp('2011-12-01 23:54:32'), 'end_time': Timestamp('2011-12-02 01:18:32'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 01:18:44,2011-12-02 01:18:57,personal care,"[{'state': 'st(Bathroom-NearBathroomBasin, 01:18, 01:18)', 'start_time': Timestamp('2011-12-02 01:18:44'), 'end_time': Timestamp('2011-12-02 01:18:57'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-02 01:19:09,2011-12-02 02:08:17,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 01:19, 02:08)', 'start_time': Timestamp('2011-12-02 01:19:09'), 'end_time': Timestamp('2011-12-02 02:08:17'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 02:09:33,2011-12-02 02:13:56,personal care,"[{'state': 'st(Bathroom-NearBathroomBasin, 02:09, 02:13)', 'start_time': Timestamp('2011-12-02 02:09:33'), 'end_time': Timestamp('2011-12-02 02:13:56'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-02 02:15:55,2011-12-02 12:15:19,Sleeping,"[{'state': 'st(Bedroom-BedOccupied, 02:15, 12:15)', 'start_time': Timestamp('2011-12-02 02:15:55'), 'end_time': Timestamp('2011-12-02 12:15:19'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]",['sleeping']
2011-12-02 12:20:40,2011-12-02 12:21:09,Personal care,"[{'state': 'st(Bathroom-ToiletFlush, 12:20, 12:21)', 'start_time': Timestamp('2011-12-02 12:20:40'), 'end_time': Timestamp('2011-12-02 12:21:09'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-NearBathroomBasin, 12:20, 12:20)', 'start_time': Timestamp('2011-12-02 12:20:41'), 'end_time': Timestamp('2011-12-02 12:20:46'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-CabinetDoorOpen, 12:21, 12:21)', 'start_time': Timestamp('2011-12-02 12:21:02'), 'end_time': Timestamp('2011-12-02 12:21:06'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-12-02 12:21:19,2011-12-02 12:25:40,Showering,"[{'state': 'st(Bathroom-NearBathroomShower, 12:21, 12:25)', 'start_time': Timestamp('2011-12-02 12:21:19'), 'end_time': Timestamp('2011-12-02 12:25:40'), 'location': 'Shower', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Shower_PIR'}]",['showering']
2011-12-02 12:29:08,2011-12-02 12:31:10,Preparing breakfast,"[{'state': 'st(Kitchen-ToasterOn, 12:29, 12:31)', 'start_time': Timestamp('2011-12-02 12:29:08'), 'end_time': Timestamp('2011-12-02 12:31:50'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-MicrowaveOn, 12:29, 12:31)', 'start_time': Timestamp('2011-12-02 12:29:25'), 'end_time': Timestamp('2011-12-02 12:31:10'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing breakfast']
2011-12-02 12:37:47,2011-12-02 14:46:29,Relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 12:37, 14:46)', 'start_time': Timestamp('2011-12-02 12:37:47'), 'end_time': Timestamp('2011-12-02 14:46:29'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 14:46:59,2011-12-02 14:47:08,Snacking,"[{'state': 'st(Kitchen-FridgeDoorOpen, 14:46, 14:47)', 'start_time': Timestamp('2011-12-02 14:46:59'), 'end_time': Timestamp('2011-12-02 14:47:08'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-12-02 14:47:18,2011-12-02 14:50:19,Preparing lunch,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:47, 15:05)', 'start_time': Timestamp('2011-12-02 14:47:18'), 'end_time': Timestamp('2011-12-02 15:05:06'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 14:47, 14:50)', 'start_time': Timestamp('2011-12-02 14:47:22'), 'end_time': Timestamp('2011-12-02 14:50:19'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing lunch']
2011-12-02 15:24:05,2011-12-02 15:55:12,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 15:24, 15:55)', 'start_time': Timestamp('2011-12-02 15:24:05'), 'end_time': Timestamp('2011-12-02 15:55:12'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 15:56:02,2011-12-02 15:57:55,personal care,"[{'state': 'st(Bathroom-NearBathroomBasin, 15:56, 15:57)', 'start_time': Timestamp('2011-12-02 15:56:02'), 'end_time': Timestamp('2011-12-02 15:57:55'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-02 15:57:56,2011-12-02 16:36:05,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 15:57, 16:36)', 'start_time': Timestamp('2011-12-02 15:57:56'), 'end_time': Timestamp('2011-12-02 16:36:05'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 16:47:27,2011-12-02 16:47:55,personal care,"[{'state': 'st(Bathroom-ToiletFlush, 16:47, 16:47)', 'start_time': Timestamp('2011-12-02 16:47:27'), 'end_time': Timestamp('2011-12-02 16:47:55'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 16:47, 19:39)', 'start_time': Timestamp('2011-12-02 16:47:39'), 'end_time': Timestamp('2011-12-02 19:39:08'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 16:47:39,2011-12-02 19:39:08,relaxing on couch,"[{'state': 'st(Bathroom-ToiletFlush, 16:47, 16:47)', 'start_time': Timestamp('2011-12-02 16:47:27'), 'end_time': Timestamp('2011-12-02 16:47:55'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 16:47, 19:39)', 'start_time': Timestamp('2011-12-02 16:47:39'), 'end_time': Timestamp('2011-12-02 19:39:08'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 19:40:44,2011-12-02 19:40:50,snacking,"[{'state': 'st(Kitchen-FridgeDoorOpen, 19:40, 19:40)', 'start_time': Timestamp('2011-12-02 19:40:44'), 'end_time': Timestamp('2011-12-02 19:40:50'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['snacking']
2011-12-02 19:41:14,2011-12-02 21:26:09,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 19:41, 21:26)', 'start_time': Timestamp('2011-12-02 19:41:14'), 'end_time': Timestamp('2011-12-02 21:26:09'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-02 21:46:31,2011-12-03 11:56:20,sleeping,"[{'state': 'st(Living-SeatOccupied, 21:46, 01:41)', 'start_time': Timestamp('2011-12-02 21:46:31'), 'end_time': Timestamp('2011-12-03 01:41:08'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}, {'state': 'st(Bedroom-BedOccupied, 01:47, 11:56)', 'start_time': Timestamp('2011-12-03 01:47:02'), 'end_time': Timestamp('2011-12-03 11:56:20'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]","['relaxing on couch', 'sleeping']"
2011-12-03 11:59:15,2011-12-03 12:01:34,personal care,"[{'state': 'st(Bathroom-ToiletFlush, 11:59, 11:59)', 'start_time': Timestamp('2011-12-03 11:59:15'), 'end_time': Timestamp('2011-12-03 11:59:45'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Bathroom-CabinetDoorOpen, 11:59, 11:59)', 'start_time': Timestamp('2011-12-03 11:59:33'), 'end_time': Timestamp('2011-12-03 11:59:36'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}, {'state': 'st(Bathroom-NearBathroomBasin, 11:59, 12:01)', 'start_time': Timestamp('2011-12-03 11:59:42'), 'end_time': Timestamp('2011-12-03 12:01:34'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-03 12:03:36,2011-12-03 12:06:26,showering,"[{'state': 'st(Bathroom-NearBathroomShower, 12:03, 12:06)', 'start_time': Timestamp('2011-12-03 12:03:36'), 'end_time': Timestamp('2011-12-03 12:06:26'), 'location': 'Shower', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Shower_PIR'}]",['showering']
2011-12-03 12:10:35,2011-12-03 12:13:51,preparing breakfast,"[{'state': 'st(Kitchen-ToasterOn, 12:10, 12:13)', 'start_time': Timestamp('2011-12-03 12:10:35'), 'end_time': Timestamp('2011-12-03 12:13:51'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-CupboardDoorOpen, 12:10, 12:10)', 'start_time': Timestamp('2011-12-03 12:10:42'), 'end_time': Timestamp('2011-12-03 12:10:51'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 12:10, 12:11)', 'start_time': Timestamp('2011-12-03 12:10:55'), 'end_time': Timestamp('2011-12-03 12:11:16'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-MicrowaveOn, 12:11, 12:13)', 'start_time': Timestamp('2011-12-03 12:11:36'), 'end_time': Timestamp('2011-12-03 12:13:58'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing breakfast']
2011-12-03 12:21:30,2011-12-03 13:28:36,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 12:21, 13:28)', 'start_time': Timestamp('2011-12-03 12:21:30'), 'end_time': Timestamp('2011-12-03 13:28:36'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-03 13:29:22,2011-12-03 13:29:32,personal care,"[{'state': 'st(Bathroom-NearBathroomBasin, 13:29, 13:29)', 'start_time': Timestamp('2011-12-03 13:29:22'), 'end_time': Timestamp('2011-12-03 13:29:32'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-03 13:29:48,2011-12-03 14:01:20,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 13:29, 14:01)', 'start_time': Timestamp('2011-12-03 13:29:48'), 'end_time': Timestamp('2011-12-03 14:01:20'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]","['personal care', 'relaxing on couch']"
2011-12-03 14:11:10,2011-12-03 14:14:43,personal care,"[{'state': 'st(Bathroom-NearBathroomBasin, 14:11, 14:14)', 'start_time': Timestamp('2011-12-03 14:11:10'), 'end_time': Timestamp('2011-12-03 14:14:43'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-12-03 14:18:11,2011-12-03 17:48:37,leaving home,"[{'state': 'st(Entrance-MainDoorOpen, 14:18, 14:18)', 'start_time': Timestamp('2011-12-03 14:18:11'), 'end_time': Timestamp('2011-12-03 14:18:23'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}, {'state': 'st(Entrance-MainDoorOpen, 17:48, 17:48)', 'start_time': Timestamp('2011-12-03 17:48:33'), 'end_time': Timestamp('2011-12-03 17:48:37'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
2011-12-03 17:50:14,2011-12-03 20:37:41,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 17:50, 20:37)', 'start_time': Timestamp('2011-12-03 17:50:14'), 'end_time': Timestamp('2011-12-03 20:37:41'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-03 20:37:49,2011-12-03 20:38:07,leaving home,"[{'state': 'st(Entrance-MainDoorOpen, 20:37, 20:38)', 'start_time': Timestamp('2011-12-03 20:37:49'), 'end_time': Timestamp('2011-12-03 20:38:07'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['relaxing on couch']
2011-12-03 20:38:15,2011-12-03 23:53:24,relaxing on couch,"[{'state': 'st(Living-SeatOccupied, 20:38, 23:53)', 'start_time': Timestamp('2011-12-03 20:38:15'), 'end_time': Timestamp('2011-12-03 23:53:24'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-03 23:54:51,2011-12-03 23:55:21,personal care,"[{'state': 'st(Bathroom-ToiletFlush, 23:54, 23:55)', 'start_time': Timestamp('2011-12-03 23:54:51'), 'end_time': Timestamp('2011-12-03 23:55:21'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 23:55, 03:16)', 'start_time': Timestamp('2011-12-03 23:55:18'), 'end_time': Timestamp('2011-12-04 03:16:13'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-12-03 23:55:18,2011-12-04 03:16:13,sleeping,"[{'state': 'st(Bathroom-ToiletFlush, 23:54, 23:55)', 'start_time': Timestamp('2011-12-03 23:54:51'), 'end_time': Timestamp('2011-12-03 23:55:21'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 23:55, 03:16)', 'start_time': Timestamp('2011-12-03 23:55:18'), 'end_time': Timestamp('2011-12-04 03:16:13'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
